wals_code,iso_code,glottocode,Name,latitude,longitude,genus,family,macroarea,"100A Alignment of Verbal Person Marking","101A Expression of Pronominal Subjects","102A Verbal Person Marking","103A Third Person Zero of Verbal Person Marking","104A Order of Person Markers on the Verb","105A Ditransitive Constructions: The Verb ""Give""","106A Reciprocal Constructions","107A Passive Constructions","108A Antipassive Constructions","108B Productivity of the Antipassive Construction","109A Applicative Constructions","109B Other Roles of Applied Objects","10A Vowel Nasalization","10B Nasal Vowels in West Africa","110A Periphrastic Causative Constructions","111A Nonperiphrastic Causative Constructions","112A Negative Morphemes","113A Symmetric and Asymmetric Standard Negation","114A Subtypes of Asymmetric Standard Negation","115A Negative Indefinite Pronouns and Predicate Negation","116A Polar Questions","117A Predicative Possession","118A Predicative Adjectives","119A Nominal and Locational Predication","11A Front Rounded Vowels","120A Zero Copula for Predicate Nominals","121A Comparative Constructions","122A Relativization on Subjects","123A Relativization on Obliques","124A ""Want"" Complement Subjects","125A Purpose Clauses","126A ""When"" Clauses","127A Reason Clauses","128A Utterance Complement Clauses","129A Hand and Arm","12A Syllable Structure","130A Finger and Hand","130B Cultural Categories of Languages with Identity of ""Finger"" and ""Hand""","131A Numeral Bases","132A Number of Non-Derived Basic Colour Categories","133A Number of Basic Colour Categories","134A Green and Blue","135A Red and Yellow","136A M-T Pronouns","136B M in First Person Singular","137A N-M Pronouns","137B M in Second Person Singular","138A Tea","139A Irregular Negatives in Sign Languages","13A Tone","140A Question Particles in Sign Languages","141A Writing Systems","142A Para-Linguistic Usages of Clicks","143A Order of Negative Morpheme and Verb","143B Obligatory Double Negation","143C Optional Double Negation","143D Optional Triple Negation","143E Preverbal Negative Morphemes","143F Postverbal Negative Morphemes","143G Minor morphological means of signaling negation","144A Position of Negative Word With Respect to Subject, Object, and Verb","144B Position of negative words relative to beginning and end of clause and with respect to adjacency to verb","144C Languages with different word order in negative clauses","144D The Position of Negative Morphemes in SVO Languages","144E Multiple Negative Constructions in SVO Languages","144F Obligatory Double Negation in SVO languages","144G Optional Double Negation in SVO languages","144H NegSVO Order","144I SNegVO Order","144J SVNegO Order","144K SVONeg Order","144L The Position of Negative Morphemes in SOV Languages","144M Multiple Negative Constructions in SOV Languages","144N Obligatory Double Negation in SOV languages","144O Optional Double Negation in SOV languages","144P NegSOV Order","144Q SNegOV Order","144R SONegV Order","144S SOVNeg Order","144T The Position of Negative Morphemes in Verb-Initial Languages","144U Double negation in verb-initial languages","144V Verb-Initial with Preverbal Negative","144W Verb-Initial with Negative that is Immediately Postverbal or between Subject and Object","144X Verb-Initial with Clause-Final Negative","144Y The Position of Negative Morphemes in Object-Initial Languages","14A Fixed Stress Locations","15A Weight-Sensitive Stress","16A Weight Factors in Weight-Sensitive Stress Systems","17A Rhythm Types","18A Absence of Common Consonants","19A Presence of Uncommon Consonants","1A Consonant Inventories","20A Fusion of Selected Inflectional Formatives","21A Exponence of Selected Inflectional Formatives","21B Exponence of Tense-Aspect-Mood Inflection","22A Inflectional Synthesis of the Verb","23A Locus of Marking in the Clause","24A Locus of Marking in Possessive Noun Phrases","25A Locus of Marking: Whole-language Typology","25B Zero Marking of A and P Arguments","26A Prefixing vs. Suffixing in Inflectional Morphology","27A Reduplication","28A Case Syncretism","29A Syncretism in Verbal Person/Number Marking","2A Vowel Quality Inventories","30A Number of Genders","31A Sex-based and Non-sex-based Gender Systems","32A Systems of Gender Assignment","33A Coding of Nominal Plurality","34A Occurrence of Nominal Plurality","35A Plurality in Independent Personal Pronouns","36A The Associative Plural","37A Definite Articles","38A Indefinite Articles","39A Inclusive/Exclusive Distinction in Independent Pronouns","39B Inclusive/Exclusive Forms in Pama-Nyungan","3A Consonant-Vowel Ratio","40A Inclusive/Exclusive Distinction in Verbal Inflection","41A Distance Contrasts in Demonstratives","42A Pronominal and Adnominal Demonstratives","43A Third Person Pronouns and Demonstratives","44A Gender Distinctions in Independent Personal Pronouns","45A Politeness Distinctions in Pronouns","46A Indefinite Pronouns","47A Intensifiers and Reflexive Pronouns","48A Person Marking on Adpositions","49A Number of Cases","4A Voicing in Plosives and Fricatives","50A Asymmetrical Case-Marking","51A Position of Case Affixes","52A Comitatives and Instrumentals","53A Ordinal Numerals","54A Distributive Numerals","55A Numeral Classifiers","56A Conjunctions and Universal Quantifiers","57A Position of Pronominal Possessive Affixes","58A Obligatory Possessive Inflection","58B Number of Possessive Nouns","59A Possessive Classification","5A Voicing and Gaps in Plosive Systems","60A Genitives, Adjectives and Relative Clauses","61A Adjectives without Nouns","62A Action Nominal Constructions","63A Noun Phrase Conjunction","64A Nominal and Verbal Conjunction","65A Perfective/Imperfective Aspect","66A The Past Tense","67A The Future Tense","68A The Perfect","69A Position of Tense-Aspect Affixes","6A Uvular Consonants","70A The Morphological Imperative","71A The Prohibitive","72A Imperative-Hortative Systems","73A The Optative","74A Situational Possibility","75A Epistemic Possibility","76A Overlap between Situational and Epistemic Modal Marking","77A Semantic Distinctions of Evidentiality","78A Coding of Evidentiality","79A Suppletion According to Tense and Aspect","79B Suppletion in Imperatives and Hortatives","7A Glottalized Consonants","80A Verbal Number and Suppletion","81A Order of Subject, Object and Verb","81B Languages with two Dominant Orders of Subject, Object, and Verb","82A Order of Subject and Verb","83A Order of Object and Verb","84A Order of Object, Oblique, and Verb","85A Order of Adposition and Noun Phrase","86A Order of Genitive and Noun","87A Order of Adjective and Noun","88A Order of Demonstrative and Noun","89A Order of Numeral and Noun","8A Lateral Consonants","90A Order of Relative Clause and Noun","90B Prenominal relative clauses","90C Postnominal relative clauses","90D Internally-headed relative clauses","90E Correlative relative clauses","90F Adjoined relative clauses","90G Double-headed relative clauses","91A Order of Degree Word and Adjective","92A Position of Polar Question Particles","93A Position of Interrogative Phrases in Content Questions","94A Order of Adverbial Subordinator and Clause","95A Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase","96A Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun","97A Relationship between the Order of Object and Verb and the Order of Adjective and Noun","98A Alignment of Case Marking of Full Noun Phrases","99A Alignment of Case Marking of Pronouns","9A The Velar Nasal"
les,les,lese1243,Lese,2.0,29.0,Mangbutu-Efe,"Central Sudanic",,,,,,,,,,,,,,,,,,"1 Negative affix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3 [Neg-V]",,,,"2 [Neg-V]","4 None","4 None",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 Plural suffix",,,,,,,,,,,,,,,,,,,,,,"2 Differentiation","6 First, two-th, three-th",,,,,,,,,,,,,,,,,,"1 Tense-aspect prefixes",,,,,,,,,,,,,,,"7 No dominant order",,"1 SV","3 No dominant order","6 No dominant order",,"3 No dominant order","2 Noun-Adjective","2 Noun-Demonstrative","2 Noun-Numeral",,,,,,,,,,,,,"5 Other","5 Other","5 Other",,,
let,lti,leti1246,Leti,-8.2,127.666666667,"Central Malayo-Polynesian",Austronesian,,,"2 Subject affixes on verb",,,,,,,,,,,,,"1 Sequential but no purposive","2 Morphological but no compound","1 Negative affix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3 [Neg-V]",,,,"2 [Neg-V]","4 None","4 None","20 MorphNeg",,,"5 S[Neg-V]O",,,,"4 No NegSVO","2 Prefix&NoDoubleNeg","7 No SVNegO","4 No SVONeg",,,,,,,,,,,,,,,"1 No fixed stress","3 Right-edge: Ultimate or penultimate","2 Long vowel","1 Trochaic",,,,,,,,,,,,,,,,,,,,"8 Plural clitic",,,,,,,,,,,,,,,,,,,,,,,,,"1 Absent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 SVO",,"1 SV","2 VO",,"2 Prepositions","1 Genitive-Noun","2 Noun-Adjective","2 Noun-Demonstrative","2 Noun-Numeral",,"1 Noun-Relative clause",,"1 Noun-Relative clause (NRel) dominant",,,,,"2 Adjective-Degree word",,,,"4 VO and Prepositions","4 VO and NRel","4 VO and NAdj",,,
lew,lww,lewo1242,Lewo,-16.75,168.333333333,Oceanic,Austronesian,,,,,,,,,,,,,,,,,,,"2 Asymmetric","1 A/Fin",,"1 Question particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15 OptDoubleNeg",,"9 V(Neg)Neg",,"4 None","1 VNeg","4 None","19 OptDoubleNeg","4 Immed postverbal",,"15 OptNeg",,,"6 SVNegO(Neg)","4 No NegSVO","8 No SNegVO","3 Word&OptDoubleNeg","3 OnlyWithAnotherNeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5 Weakly prefixing",,,,,,,,"7 Plural word",,,,"4 No definite, but indefinite article","2 Indefinite word same as 'one'",,,,,,,,,,,,,,,,"9 No case affixes or adpositional clitics",,,,,,"2 Possessive suffixes",,,,,,,,,,,,,,"1 Tense-aspect prefixes",,,"1 Normal imperative + normal negative",,,,,,,,,,,,"2 SVO",,"1 SV","2 VO","1 VOX","2 Prepositions","2 Noun-Genitive","2 Noun-Adjective","2 Noun-Demonstrative","2 Noun-Numeral",,"1 Noun-Relative clause",,"1 Noun-Relative clause (NRel) dominant",,,,,,"2 Final","2 Not initial interrogative phrase",,"4 VO and Prepositions","4 VO and NRel","4 VO and NAdj",,,
lez,lez,lezg1247,Lezgian,41.6666666667,47.8333333333,Lezgic,Nakh-Daghestanian,,"1 Neutral","5 Optional pronouns in subject position","1 No person marking","1 No person marking","1 A and P do not or do not both occur on the verb","1 Indirect-object construction",,"2 Absent","3 No antipassive","4 no antipassive","8 No applicative construction","5 No applicative construction","2 Contrast absent",,"2 Purposive but no sequential","2 Morphological but no compound","1 Negative affix","3 Both","3 A/Cat","1 Predicate negation also present","2 Interrogative verb morphology","2 Genitive","2 Nonverbal encoding","1 Different","3 High only","1 Impossible","1 Locational","4 Gap","4 Gap","1 Subject is left implicit","3 Deranked","3 Deranked","2 Balanced/deranked","2 Balanced/deranked","1 Identical","3 Complex","2 Different",,"2 Hybrid vigesimal-decimal",,,,,"1 No M-T pronouns","1 No m in first person singular","1 No N-M pronouns","1 No m in second person singular",,,"1 No tones",,,,"4 [V-Neg]",,,,"4 None","2 [V-Neg]","4 None","20 MorphNeg",,,,,,,,,,,"6 SO[V-Neg]",,,,"4 No NegSOV","4 No SNegOV","8 No SONegV","2 Suffix&NoDoubleNeg",,,,,,,"1 No fixed stress","1 Left-edge: First or second","3 Coda consonant",,"1 All present","1 None","5 Large","1 Exclusively concatenative","1 Monoexponential case","1 monoexponential TAM","2 2-3 categories per word","2 Dependent marking","2 Dependent marking","2 Dependent-marking","2 Non-zero marking","2 Strongly suffixing","3 No productive reduplication","3 Core and non-core","1 No subject person/number marking","2 Average (5-6)","1 None","1 No gender","1 No gender","2 Plural suffix","6 All nouns, always obligatory","4 Person-number stem","1 Associative same as additive plural","4 No definite, but indefinite article","2 Indefinite word same as 'one'","3 No inclusive/exclusive",,"5 High","1 No person marking","3 Three-way contrast","3 Different inflection","4 Related to non-remote demonstratives","6 No gender distinctions","1 No politeness distinction","1 Interrogative-based","1 Identical","2 No person marking","8 10 or more cases","4 In both plosives and fricatives","6 Syncretism in relevant NP-types","1 Case suffixes","2 Differentiation","4 One-th, two-th, three-th","2 Marked by reduplication","1 Absent","2 Formally similar, without interrogative","4 No possessive affixes","2 Absent","1 None reported","1 No possessive classification","2 None missing in /p t k b d g/","6 Highly differentiated","4 Marked by suffix","1 Sentential","1 'And' different from 'with'","1 Identity","1 Grammatical marking","1 Present, no remoteness distinctions","1 Inflectional future exists","3 Other perfect","2 Tense-aspect suffixes","4 Uvular stops and continuants","4 Second person number-neutral","4 Special imperative + special negative","4 Neither type of system","1 Inflectional optative present","2 Verbal constructions","3 Other","3 No overlap","2 Indirect only","2 Verbal affix or clitic","3 Tense and aspect","2 Imperative","2 Ejectives only","1 None","1 SOV",,"1 SV","1 OV",,"1 Postpositions","1 Genitive-Noun","1 Adjective-Noun","1 Demonstrative-Noun","1 Numeral-Noun","2 /l/, no obstruent laterals","2 Relative clause-Noun","1 Relative clause-Noun (RelN) dominant",,,,,,"1 Degree word-Adjective","6 No question particle","2 Not initial interrogative phrase","4 Subordinating suffix","1 OV and Postpositions","1 OV and RelN","1 OV and AdjN","4 Ergative - absolutive","4 Ergative - absolutive","3 No velar nasal"
lga,ojv,onto1237,Luangiua,-5.33333333333,159.416666667,Oceanic,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 Identity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lge,nds,nort2627,"Low German",53.0,10.0,Germanic,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6 First, two-th, three-th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lgh,,,"Lughat al-Isharat al-Lubnaniya",34.0,35.8333333333,"Sign Languages",other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3 Some (2-5)",,"1 None",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lgi,lag,lang1320,Langi,-4.5,36.0,Bantoid,Niger-Congo,,,"2 Subject affixes on verb",,,,,,,,,,,,,,,"1 Negative affix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3 [Neg-V]",,,,"2 [Neg-V]","4 None","4 None","20 MorphNeg",,,"5 S[Neg-V]O",,,,"4 No NegSVO","2 Prefix&NoDoubleNeg","7 No SVNegO","4 No SVONeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 SVO",,"1 SV","2 VO",,"2 Prepositions","2 Noun-Genitive","2 Noun-Adjective","2 Noun-Demonstrative","2 Noun-Numeral",,,,,,,,,,,,,"4 VO and Prepositions",,"4 VO and NAdj",,,
lgp,psr,port1277,"Língua Gestual Portuguesa",40.0,-8.0,"Sign Languages",other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 None",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lgt,log,logo1259,Logoti,3.5,30.0,"Moru-Ma'di","Central Sudanic",,,,,,,,,,,,,,,,,,"2 Negative particle",,,,"1 Question particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 VNeg",,,,"4 None","1 VNeg","4 None","16 More than one position","6 End, not immed postverbal","14 SVO/SOV, but SVONeg","9 SVO/SOV but SVONeg",,,,"4 No NegSVO","8 No SNegVO","7 No SVNegO","1 NoDoubleNeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3 Definite affix",,,,,,,,,,,,,,,,,"9 No case affixes or adpositional clitics",,,,,,,,,,,,,,,,,,,,,,"4 Second person number-neutral",,"1 Maximal system",,,,,,,,,,,"7 No dominant order","1 SOV or SVO","1 SV","3 No dominant order","6 No dominant order","1 Postpositions","1 Genitive-Noun","2 Noun-Adjective","2 Noun-Demonstrative","2 Noun-Numeral",,"1 Noun-Relative clause",,"1 Noun-Relative clause (NRel) dominant",,,,,,"2 Final","2 Not initial interrogative phrase",,"5 Other","5 Other","5 Other",,,
lgu,lgu,long1395,Longgu,-9.75,160.666666667,Oceanic,Austronesian,,,"4 Subject pronouns in different position",,,,"1 Indirect-object construction",,,,,,,,,,,"4 Negative word, unclear if verb or particle",,,,,,,,,,,,,"1 Subject is left implicit",,,,,,,,,,,,,,,,,,,,,,,,"1 NegV",,,,"1 NegV","4 None","4 None","12 NegVOS","3 Immed preverbal",,,,,,,,,,,,,,,,,,"4 NegVOS",,"1 Separate word, no double negation  Word&NoDoubleNeg","6 None","4 No clause-final neg",,,,,,,,,,,,,,,,,"1 Little affixation",,,,,,,,"8 Plural clitic",,,,"1 Definite word distinct from demonstrative",,,,,,,,,,,"2 Generic-noun-based",,,,,,"9 No case affixes or adpositional clitics",,,,,,"2 Possessive suffixes",,,,,,,,,"1 Identity",,,,,"5 No tense-aspect inflection",,,,,,,,,,,,,,,"4 VOS",,"2 VS","2 VO",,"2 Prepositions","2 Noun-Genitive","2 Noun-Adjective","2 Noun-Demonstrative","1 Numeral-Noun",,"1 Noun-Relative clause",,"1 Noun-Relative clause (NRel) dominant",,,,,,,,"1 Initial subordinator word","4 VO and Prepositions","4 VO and NRel","4 VO and NAdj",,,
lha,lha,laha1250,Laha,21.5833333333,103.916666667,Kadai,Tai-Kadai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 Initial velar nasal"
lho,lhm,lhom1239,Lhomi,27.6666666667,87.4166666667,Bodic,Sino-Tibetan,,,,,,,,,,,,,,,,,,"5 Variation between negative word and affix",,,,"2 Interrogative verb morphology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8 Type 1 / Type 4",,,,"1 NegV","2 [V-Neg]","4 None","16 More than one position",,,,,,,,,,,"15 More than one construction","25 SV & OV & NegV/[V-Neg]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 Strongly suffixing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 Case suffixes",,,,,,,,,,,,,,,,,,,,"2 Tense-aspect suffixes",,,,,,,,,,,,,,,,,"1 SV","1 OV",,"1 Postpositions",,,"2 Noun-Demonstrative",,,,,,,,,,,"6 No question particle","2 Not initial interrogative phrase",,"1 OV and Postpositions",,,,,
lic,lic,hlai1239,"Hlai (Baoding)",19.0,109.5,Hlai,Tai-Kadai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 NegV",,,,"1 NegV","4 None","4 None","2 SNegVO","3 Immed preverbal",,"2 SNegVO",,,,"4 No NegSVO","1 Word&NoDoubleNeg","7 No SVNegO","4 No SVONeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 SVO",,"1 SV","2 VO",,"2 Prepositions",,"2 Noun-Adjective","2 Noun-Demonstrative","1 Numeral-Noun",,,,,,,,,,,,,"4 VO and Prepositions",,"4 VO and NAdj",,,
lii,ise,ital1275,"Lingua Italiana dei Segni",42.0,13.0,"Sign Languages",other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3 Some (2-5)",,"1 None",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lil,lil,lill1248,Lillooet,50.75,-122.0,"Interior Salish",Salishan,,,"2 Subject affixes on verb",,,,"3 Secondary-object construction",,,,,,,,,,,,,,"1 Predicate negation also present",,"5 'Have'","1 Verbal encoding","1 Different",,"1 Impossible",,,,"1 Subject is left implicit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 Productive full and partial reduplication",,,,,,,,"6 All nouns, always obligatory",,,,,,,,,,,"1 Unrelated",,,"1 Interrogative-based",,,,,,,,,,,,"2 Possessive suffixes",,,,,,"2 Without marking",,"1 'And' different from 'with'","2 Differentiation",,,,,,,"1 Second singular and second plural","4 Special imperative + special negative",,,,,,,,,,,,"3 VSO",,"2 VS","2 VO",,"2 Prepositions","2 Noun-Genitive","1 Adjective-Noun","1 Demonstrative-Noun",,,,,,,,,,,,,,"4 VO and Prepositions",,"3 VO and AdjN",,,"3 No velar nasal"
lim,lif,limb1266,Limbu,27.1666666667,87.75,Mahakiranti,Sino-Tibetan,,"5 Hierarchical","2 Subject affixes on verb","5 Both the A and P arguments","5 Zero in all 3rd person forms","4 Both orders of A and P occur",,,"1 Present",,,,,,,"2 Purposive but no sequential","2 Morphological but no compound","6 Double negation",,,,,"2 Genitive",,,,,"1 Locational",,,,"3 Deranked","2 Balanced/deranked","2 Balanced/deranked","1 Balanced",,,,,,,,,,,,,,,,,,,,"14 ObligDoubleNeg","4 [Neg-V-Neg]",,,"2 [Neg-V]","2 [V-Neg]","4 None","18 ObligDoubleNeg",,,,,,,,,,,"16 ObligDoubleNeg",,"18 SV & OV & [Neg-V-Neg]",,,,,,,,,,,,,,,,,,,,,,,,,,,"2 Strongly suffixing",,,,,,,,"9 No plural",,"5 Person-number stem + pronominal plural affix","1 Associative same as additive plural",,"3 Indefinite affix",,,,,"2 Two-way contrast","3 Different inflection","3 Related to remote demonstratives","6 No gender distinctions","1 No politeness distinction",,,"2 No person marking",,,,"1 Case suffixes","2 Differentiation","1 None",,"1 Absent",,,"1 Exists","1 None reported","3 Three to five classes",,,,,"2 'And' identical to 'with'",,,,,,"2 Tense-aspect suffixes",,"1 Second singular and second plural","2 Normal imperative + special negative",,"1 Inflectional optative present",,,,"2 Indirect only","4 Separate particle",,,,,,,"1 SV","1 OV",,,"1 Genitive-Noun","1 Adjective-Noun","1 Demonstrative-Noun","1 Numeral-Noun",,"2 Relative clause-Noun","1 Relative clause-Noun (RelN) dominant",,,,,,"1 Degree word-Adjective",,"2 Not initial interrogative phrase","4 Subordinating suffix",,"1 OV and RelN","1 OV and AdjN",,,"1 Initial velar nasal"
lin,lin,ling1263,Lingala,2.0,18.5,Bantoid,Niger-Congo,,,"2 Subject affixes on verb",,,,"2 Double-object construction",,,"3 No antipassive","4 no antipassive","3 Benefactive and other; both bases","2 Locative",,,,,"2 Negative particle",,,"1 Predicate negation also present","6 Interrogative intonation only",,,,,,"2 Exceed","4 Gap","3 Pronoun-retention","3 Both construction types exist",,,,,,,,,,,,,,,,,,"2 Words derived from Min Nan Chinese te",,,,,,"2 VNeg",,,,"4 None","1 VNeg","4 None","4 SVONeg","6 End, not immed postverbal",,"4 SVONeg",,,,"4 No NegSVO","8 No SNegVO","7 No SVNegO","1 NoDoubleNeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5 Five or more","3 Non-sex-based","3 Semantic and formal",,,"5 Person-number stem + pronominal plural affix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 Second singular","3 Special imperative + normal negative","3 Both types of system","2 Inflectional optative absent","2 Verbal constructions","3 Other","2 Overlap for either possibility or necessity",,,,,,,"2 SVO",,"1 SV","2 VO","1 VOX",,"2 Noun-Genitive","2 Noun-Adjective",,,,,,,,,,,,"6 No question particle","2 Not initial interrogative phrase",,,,"4 VO and NAdj",,,
lis,lis,lisu1250,Lisu,26.0,98.0,Burmese-Lolo,Sino-Tibetan,,,,,,,"1 Indirect-object construction",,,,,,,,,,,"4 Negative word, unclear if verb or particle",,,,"2 Interrogative verb morphology","3 Topic","1 Verbal encoding","1 Different",,"1 Impossible",,,,,,,,,,,,,,,,,,,,,,"3 Others",,,,,,"1 NegV",,,,"1 NegV","4 None","4 None","7 SONegV","3 Immed preverbal",,,,,,,,,,"3 SONegV",,,,"4 No NegSOV","4 No SNegOV","1 Word&NoDoubleNeg","11 NoSOVNeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9 No case affixes or adpositional clitics",,,,,,,,,,,,,,"2 'And' identical to 'with'",,,,,,,,,,,,,,,,,,,,,"1 SOV",,"1 SV","1 OV","4 OXV","1 Postpositions","1 Genitive-Noun","2 Noun-Adjective","2 Noun-Demonstrative","2 Noun-Numeral",,"2 Relative clause-Noun","1 Relative clause-Noun (RelN) dominant",,,,,,"1 Degree word-Adjective","6 No question particle","2 Not initial interrogative phrase",,"1 OV and Postpositions","1 OV and RelN","2 OV and NAdj",,,
lit,lit,lith1251,Lithuanian,55.0,24.0,Baltic,Indo-European,,,"2 Subject affixes on verb",,,,,"3 Mixed",,,,,,,,,,"1 Negative affix",,,"1 Predicate negation also present","1 Question particle",,"2 Nonverbal encoding","2 Identical","1 None","2 Possible",,,,,,,,,"1 Identical","3 Complex","2 Different",,,,,,,,,,,"3 Others",,,,,,"3 [Neg-V]",,,,"2 [Neg-V]","4 None","4 None","20 MorphNeg",,,"5 S[Neg-V]O",,,,"4 No NegSVO","2 Prefix&NoDoubleNeg","7 No SVNegO","4 No SVONeg",,,,,,,,,,,,,,,"1 No fixed stress","5 Unbounded: Stress can be anywhere","6 Lexical stress","4 Undetermined","1 All present","1 None","5 Large",,,,,,,,,"2 Strongly suffixing",,,,"2 Average (5-6)",,,,"2 Plural suffix","6 All nouns, always obligatory",,,"5 No definite or indefinite article","5 No definite or indefinite article",,,"4 Moderately high",,"2 Two-way contrast","1 Identical",,,"3 Multiple politeness distinctions","1 Interrogative-based","2 Differentiated",,"6 6-7 cases","4 In both plosives and fricatives","3 Additive-quantitatively asymmetrical","1 Case suffixes","3 Mixed","7 First, second, three-th","5 Marked by preceding word",,,,,,,"2 None missing in /p t k b d g/",,,,"1 'And' different from 'with'",,,,,,"2 Tense-aspect suffixes","1 None","1 Second singular and second plural","1 Normal imperative + normal negative","4 Neither type of system",,"2 Verbal constructions","1 Verbal constructions","1 Overlap for both possibility and necessity","2 Indirect only","2 Verbal affix or clitic",,,"1 No glottalized consonants",,"2 SVO",,"1 SV","2 VO",,"2 Prepositions","1 Genitive-Noun","1 Adjective-Noun","1 Demonstrative-Noun","1 Numeral-Noun","3 Laterals, but no /l/, no obstruent laterals","1 Noun-Relative clause",,"1 Noun-Relative clause (NRel) dominant",,,,,"1 Degree word-Adjective","1 Initial","1 Initial interrogative phrase","1 Initial subordinator word","4 VO and Prepositions","4 VO and NRel","3 VO and AdjN",,,
liv,liv,livv1244,Liv,56.8333333333,24.0,Finnic,Uralic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 Initial","8 Fixed stress (no weight-sensitivity)","1 No weight","1 Trochaic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 First, second, three-th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
